Place Name,Latitude,Longitude,Cost,Categories,Sub Places
Place_247,7.438164,80.809008,2507,"Beach, Wildlife, Nature",Ambewela Farm
Place_248,7.396433,81.605532,19775,Nature,"Galle Fort, Polonnaruwa Ruins"
Place_249,9.477346,81.779251,19462,"Adventure, Wildlife, Beach","Arugam Bay, Gregory Lake, Jungle Beach, Ruwanwelisaya Stupa"
Place_250,7.853495,79.894648,14885,Religious,"Nine Arches Bridge, Haggala Garden, Ruwanwelisaya Stupa"
Place_251,8.727516,80.27369,14422,"Beach, Cultural, Adventure","Nine Arches Bridge, Ruwanwelisaya Stupa"
Place_252,8.285486,81.382747,7096,"Adventure, Religious, Cultural",Temple of the Tooth
Place_253,6.800092,79.944482,3917,"Beach, Adventure",Polonnaruwa Ruins
Place_254,9.086707,81.761277,16513,"Religious, Beach","Mirissa Beach, Yala National Park, Temple of the Tooth, Gregory Lake, Sigiriya Museum"
Place_255,8.554556,80.204097,18838,Cultural,"Ambewela Farm, Dambulla Cave Temple, Haggala Garden, Adam's Peak, Little Adam's Peak"
Place_256,6.760478,80.376183,4474,"Cultural, Beach, Religious","Jaya Sri Maha Bodhi, Polonnaruwa Ruins"
Place_257,9.385612,80.193177,14624,Nature,"Udawalawe National Park, Dambulla Cave Temple, Mirissa Beach"
Place_258,8.080417,79.97062,15115,"Religious, Cultural","Yala National Park, Jungle Beach, Dambulla Cave Temple, Adam's Peak"
Place_259,5.981326,79.837688,6813,Adventure,"Polonnaruwa Ruins, Haggala Garden"
Place_260,8.054764,81.057363,18144,Beach,"Polonnaruwa Ruins, Nine Arches Bridge, Little Adam's Peak, Jaya Sri Maha Bodhi"
Place_261,7.193754,81.428734,6000,Wildlife,"Temple of the Tooth, Horton Plains"
Place_262,9.330532,79.993632,13897,"Religious, Wildlife","Little Adam's Peak, Sigiriya Museum, Yala National Park, Dambulla Cave Temple"
Place_263,8.211497,81.784233,19621,Cultural,"Adam's Peak, Pidurangala Rock, Temple of the Tooth"
Place_264,6.888447,80.02092,12030,"Nature, Cultural, Adventure","Arugam Bay, Little Adam's Peak, Jungle Beach, Dambulla Cave Temple, Yala National Park"
Place_265,5.991556,79.872912,12314,"Adventure, Nature, Beach","Udawalawe National Park, Temple of the Tooth, Nine Arches Bridge, Pidurangala Rock, Gregory Lake"
Place_266,9.666942,79.890435,7245,"Cultural, Adventure, Nature","Gregory Lake, Udawalawe National Park, Little Adam's Peak"
Place_267,8.514397,80.098635,14066,"Religious, Beach, Adventure","Jungle Beach, Arugam Bay, Galle Fort, Haggala Garden, Jaya Sri Maha Bodhi"
Place_268,6.735781,80.123735,8846,"Beach, Adventure, Cultural","Haggala Garden, Jaya Sri Maha Bodhi, Pidurangala Rock"
Place_269,9.612377,80.510134,6095,"Cultural, Wildlife, Nature",Haggala Garden
Place_270,8.501144,80.836329,9910,Nature,Galle Fort
Place_271,9.171973,80.04229,16466,Adventure,"Ambewela Farm, Dambulla Cave Temple, Polonnaruwa Ruins, Gregory Lake, Ruwanwelisaya Stupa"
Place_272,9.373676,81.395582,8149,"Beach, Adventure",Jaya Sri Maha Bodhi
Place_273,6.769555,81.437117,18685,"Wildlife, Cultural, Nature","Polonnaruwa Ruins, Dambulla Cave Temple"
Place_274,8.919021,79.998413,16507,Cultural,"Sigiriya Museum, Temple of the Tooth, Arugam Bay, Haggala Garden"
Place_275,6.293503,81.388289,12719,"Nature, Cultural, Adventure","Temple of the Tooth, Sigiriya Museum"
Place_276,6.635954,80.52644,8897,"Cultural, Wildlife, Nature","Galle Fort, Ambewela Farm, Mirissa Beach"
Place_277,6.589146,80.455081,5925,"Wildlife, Adventure, Nature","Nine Arches Bridge, Adam's Peak, Sigiriya Museum"
Place_278,9.213873,81.11175,13909,"Nature, Religious, Beach","Arugam Bay, Ruwanwelisaya Stupa, Temple of the Tooth, Pidurangala Rock, Little Adam's Peak"
Place_279,8.765794,80.274428,4918,Beach,Mirissa Beach
Place_280,7.588095,80.102478,3444,"Nature, Cultural, Religious","Pidurangala Rock, Arugam Bay"
Place_281,8.083257,81.657415,9343,Religious,Pidurangala Rock
Place_282,8.43487,81.529778,15229,"Adventure, Wildlife","Gregory Lake, Jaya Sri Maha Bodhi, Pidurangala Rock, Jungle Beach"
Place_283,9.583962,79.736171,13314,Adventure,"Sigiriya Museum, Polonnaruwa Ruins, Little Adam's Peak, Galle Fort"
Place_284,8.557729,79.718475,5164,"Nature, Adventure, Wildlife","Ambewela Farm, Mirissa Beach, Galle Fort"
Place_285,7.253808,81.05367,8961,"Wildlife, Cultural","Haggala Garden, Adam's Peak, Yala National Park"
Place_286,9.32152,80.195075,7109,"Religious, Beach","Little Adam's Peak, Polonnaruwa Ruins"
Place_287,6.976872,80.827935,18131,"Cultural, Wildlife","Jaya Sri Maha Bodhi, Sigiriya Museum, Dambulla Cave Temple, Haggala Garden, Gregory Lake"
Place_288,6.134486,80.626403,18917,"Nature, Cultural","Polonnaruwa Ruins, Temple of the Tooth"
Place_289,7.482881,81.659535,18517,"Nature, Wildlife","Sigiriya Museum, Horton Plains, Mirissa Beach"
Place_290,7.854522,79.967419,8740,"Adventure, Cultural, Nature","Haggala Garden, Jungle Beach"
Place_291,6.52737,80.273041,6938,"Nature, Beach, Wildlife","Pidurangala Rock, Adam's Peak"
Place_292,6.073724,80.657655,2556,Nature,Ruwanwelisaya Stupa
Place_293,8.862756,80.484669,19004,"Religious, Nature","Haggala Garden, Jaya Sri Maha Bodhi, Ruwanwelisaya Stupa, Udawalawe National Park"
Place_294,7.647007,81.025265,13987,"Wildlife, Beach","Haggala Garden, Gregory Lake, Adam's Peak"
Place_295,9.33042,81.345958,9535,"Beach, Nature",Pidurangala Rock
Place_296,7.404501,81.783581,17162,"Wildlife, Beach","Yala National Park, Jaya Sri Maha Bodhi, Mirissa Beach, Pidurangala Rock, Horton Plains"
Place_297,7.840764,81.630327,4959,"Religious, Adventure","Udawalawe National Park, Gregory Lake"
Place_298,9.725687,81.615806,8002,Religious,Pidurangala Rock
Place_299,8.890135,79.816142,6448,"Cultural, Adventure, Religious",Gregory Lake
Place_300,9.610353,81.597948,16838,Religious,"Polonnaruwa Ruins, Jungle Beach, Yala National Park, Dambulla Cave Temple, Haggala Garden"
Place_301,6.226896,80.177371,2965,Adventure,"Jungle Beach, Ambewela Farm"
Place_302,9.624924,81.624659,18817,Cultural,"Horton Plains, Mirissa Beach, Galle Fort"
Place_303,9.692713,81.409204,18895,Nature,"Udawalawe National Park, Nine Arches Bridge, Temple of the Tooth, Jungle Beach, Mirissa Beach"
Place_304,5.957931,79.718547,16633,"Religious, Wildlife, Cultural","Mirissa Beach, Ruwanwelisaya Stupa, Dambulla Cave Temple, Pidurangala Rock, Jungle Beach"
Place_305,6.200932,80.109387,15328,Religious,"Jaya Sri Maha Bodhi, Haggala Garden, Udawalawe National Park"
Place_306,7.593474,81.555963,6680,"Religious, Nature, Beach","Sigiriya Museum, Haggala Garden, Arugam Bay, Mirissa Beach"
Place_307,8.761196,80.434103,19688,Nature,"Mirissa Beach, Adam's Peak, Pidurangala Rock, Sigiriya Museum, Gregory Lake"
Place_308,6.554359,81.184345,19826,"Adventure, Beach, Wildlife","Little Adam's Peak, Nine Arches Bridge, Arugam Bay"
Place_309,7.267887,81.406924,16477,"Wildlife, Cultural","Mirissa Beach, Pidurangala Rock, Horton Plains, Little Adam's Peak"
Place_310,8.212156,81.099874,4925,"Beach, Wildlife","Nine Arches Bridge, Galle Fort"
Place_311,6.852363,81.405112,17007,"Adventure, Wildlife","Ambewela Farm, Haggala Garden, Nine Arches Bridge, Temple of the Tooth, Ruwanwelisaya Stupa"
Place_312,6.237476,81.11313,8608,Religious,"Ruwanwelisaya Stupa, Jaya Sri Maha Bodhi"
Place_313,6.040575,81.573963,5786,"Cultural, Religious, Beach","Nine Arches Bridge, Jaya Sri Maha Bodhi"
Place_314,8.230476,80.873983,16052,"Wildlife, Religious, Cultural","Udawalawe National Park, Haggala Garden, Arugam Bay, Adam's Peak, Dambulla Cave Temple"
Place_315,9.192867,81.883181,7482,Nature,Arugam Bay
Place_316,8.335197,81.851525,17549,Adventure,"Horton Plains, Haggala Garden, Ruwanwelisaya Stupa, Jungle Beach"
Place_317,7.947225,79.757047,8017,Wildlife,"Arugam Bay, Sigiriya Museum, Ruwanwelisaya Stupa"
Place_318,9.613635,81.393527,18960,"Cultural, Religious","Temple of the Tooth, Polonnaruwa Ruins, Dambulla Cave Temple, Horton Plains"
Place_319,6.133421,80.154544,3239,Wildlife,"Ambewela Farm, Mirissa Beach"
Place_320,8.369114,81.226357,17025,Cultural,"Temple of the Tooth, Arugam Bay, Adam's Peak, Jaya Sri Maha Bodhi"
Place_321,8.151705,80.266256,7059,"Nature, Wildlife, Beach",Little Adam's Peak
Place_322,5.903819,80.603306,4029,Cultural,Pidurangala Rock
Place_323,9.750093,80.492489,17933,"Cultural, Adventure","Temple of the Tooth, Sigiriya Museum, Adam's Peak, Galle Fort, Horton Plains"
Place_324,6.013479,80.698689,2331,Cultural,"Little Adam's Peak, Yala National Park, Haggala Garden"
Place_325,9.788945,81.221687,7297,"Adventure, Cultural",Yala National Park
Place_326,6.152112,80.273338,5052,"Beach, Religious, Nature","Horton Plains, Sigiriya Museum"
Place_327,7.788481,80.619091,12732,"Cultural, Adventure","Mirissa Beach, Nine Arches Bridge, Jungle Beach, Little Adam's Peak, Haggala Garden"
Place_328,6.879126,80.039291,16903,Religious,"Dambulla Cave Temple, Mirissa Beach"
Place_329,6.754214,81.449244,17720,"Adventure, Wildlife, Cultural","Mirissa Beach, Ambewela Farm, Arugam Bay, Jaya Sri Maha Bodhi"
Place_330,6.718207,81.443025,12674,Wildlife,"Pidurangala Rock, Adam's Peak, Yala National Park"
Place_331,6.464123,80.8239,19343,"Cultural, Beach","Little Adam's Peak, Dambulla Cave Temple"
Place_332,6.391439,81.551883,7502,"Religious, Nature, Cultural",Gregory Lake
Place_333,6.530729,81.310047,4507,Religious,Little Adam's Peak
Place_334,8.660131,81.673324,15642,"Cultural, Religious, Wildlife","Horton Plains, Jaya Sri Maha Bodhi, Udawalawe National Park, Jungle Beach"
Place_335,9.168764,80.813995,18414,"Religious, Beach","Nine Arches Bridge, Gregory Lake, Ambewela Farm"
Place_336,7.020492,80.230523,9718,"Religious, Nature",Yala National Park
Place_337,6.000878,81.250834,15271,Adventure,"Sigiriya Museum, Ruwanwelisaya Stupa, Yala National Park, Nine Arches Bridge, Temple of the Tooth"
Place_338,7.666684,81.734023,15620,Beach,"Temple of the Tooth, Haggala Garden, Ruwanwelisaya Stupa, Jungle Beach, Polonnaruwa Ruins"
Place_339,6.080355,81.746158,12145,Religious,"Temple of the Tooth, Nine Arches Bridge, Little Adam's Peak, Gregory Lake"
Place_340,8.775533,80.424681,14742,"Religious, Adventure, Cultural","Pidurangala Rock, Sigiriya Museum, Udawalawe National Park, Ruwanwelisaya Stupa"
Place_341,9.412752,81.612194,9842,Religious,"Haggala Garden, Arugam Bay, Jungle Beach"
Place_342,8.562904,80.997834,14228,Adventure,"Udawalawe National Park, Mirissa Beach, Dambulla Cave Temple"
Place_343,6.180911,80.886588,9154,"Cultural, Beach, Religious","Horton Plains, Dambulla Cave Temple, Haggala Garden, Gregory Lake"
Place_344,6.469339,80.08148,13862,Adventure,"Udawalawe National Park, Temple of the Tooth, Mirissa Beach, Horton Plains, Jaya Sri Maha Bodhi"
Place_345,8.633011,81.271862,8441,"Nature, Cultural, Beach","Mirissa Beach, Udawalawe National Park"
Place_346,6.457524,80.33799,18269,"Adventure, Beach, Nature","Nine Arches Bridge, Jungle Beach, Little Adam's Peak, Udawalawe National Park, Dambulla Cave Temple"
Place_347,9.404731,79.75134,15136,"Beach, Adventure","Yala National Park, Gregory Lake, Sigiriya Museum, Horton Plains"
Place_348,8.105464,81.734805,14575,Beach,"Dambulla Cave Temple, Ambewela Farm, Horton Plains, Jaya Sri Maha Bodhi, Yala National Park"
Place_349,8.79005,81.39252,15106,"Cultural, Adventure, Beach","Ruwanwelisaya Stupa, Mirissa Beach"
Place_350,7.136953,81.759236,19935,"Beach, Wildlife, Cultural","Polonnaruwa Ruins, Ambewela Farm, Haggala Garden"
Place_351,6.441311,80.704001,14203,"Beach, Adventure","Polonnaruwa Ruins, Ruwanwelisaya Stupa, Mirissa Beach"
Place_352,6.6699,80.972781,12494,"Nature, Cultural","Ruwanwelisaya Stupa, Udawalawe National Park, Sigiriya Museum, Jungle Beach, Gregory Lake"
Place_353,8.784144,81.1512,8661,Adventure,"Dambulla Cave Temple, Temple of the Tooth"
Place_354,6.268804,81.364528,9163,"Wildlife, Adventure","Adam's Peak, Polonnaruwa Ruins"
Place_355,5.977491,81.629906,5258,"Religious, Cultural","Horton Plains, Pidurangala Rock"
Place_356,8.013548,81.382047,13390,"Nature, Cultural, Religious","Haggala Garden, Galle Fort, Yala National Park, Jaya Sri Maha Bodhi, Nine Arches Bridge"
Place_357,8.844355,81.760326,6252,"Cultural, Wildlife, Beach",Ruwanwelisaya Stupa
Place_358,7.731888,80.3026,19462,"Adventure, Nature, Religious","Polonnaruwa Ruins, Ruwanwelisaya Stupa, Little Adam's Peak, Gregory Lake, Pidurangala Rock"
Place_359,7.504146,81.418228,19425,"Wildlife, Religious, Nature","Yala National Park, Dambulla Cave Temple, Mirissa Beach, Arugam Bay"
Place_360,6.891487,80.663081,16167,"Religious, Beach","Mirissa Beach, Temple of the Tooth"
Place_361,9.086212,79.981819,12688,Nature,"Ruwanwelisaya Stupa, Haggala Garden, Yala National Park"
Place_362,6.584666,80.126869,12243,Religious,"Adam's Peak, Nine Arches Bridge, Pidurangala Rock, Little Adam's Peak, Jungle Beach"
Place_363,7.775457,80.519719,2132,"Nature, Wildlife",Galle Fort
Place_364,9.584338,81.830086,12216,Wildlife,"Mirissa Beach, Polonnaruwa Ruins, Ruwanwelisaya Stupa, Ambewela Farm"
Place_365,6.215638,80.073148,15170,"Beach, Cultural","Galle Fort, Little Adam's Peak, Sigiriya Museum, Horton Plains, Haggala Garden"
Place_366,8.283587,81.821317,8896,"Nature, Religious, Cultural","Gregory Lake, Yala National Park"
Place_367,9.104134,81.570925,3112,"Nature, Wildlife, Beach","Adam's Peak, Mirissa Beach"
Place_368,8.616668,81.733172,6408,"Cultural, Nature","Horton Plains, Sigiriya Museum"
Place_369,6.651528,80.494171,19470,"Wildlife, Cultural","Udawalawe National Park, Dambulla Cave Temple, Little Adam's Peak, Horton Plains, Sigiriya Museum"
Place_370,6.734238,79.85642,16615,Nature,"Ambewela Farm, Polonnaruwa Ruins, Adam's Peak, Udawalawe National Park, Sigiriya Museum"
Place_371,7.75891,81.27752,5568,Cultural,"Haggala Garden, Nine Arches Bridge"
Place_372,8.524144,80.214944,14202,"Cultural, Beach","Ruwanwelisaya Stupa, Pidurangala Rock, Dambulla Cave Temple, Ambewela Farm"
Place_373,7.686968,81.253084,15823,Beach,"Horton Plains, Jaya Sri Maha Bodhi, Udawalawe National Park, Polonnaruwa Ruins"
Place_374,8.418515,80.834159,5249,"Cultural, Nature, Beach","Polonnaruwa Ruins, Yala National Park"
Place_375,7.34279,81.31961,3991,"Beach, Nature","Pidurangala Rock, Little Adam's Peak"
Place_376,8.467616,80.068242,12328,"Wildlife, Beach, Nature","Nine Arches Bridge, Horton Plains, Jaya Sri Maha Bodhi, Yala National Park"
Place_377,7.39392,81.154262,17825,"Cultural, Beach","Nine Arches Bridge, Udawalawe National Park, Jaya Sri Maha Bodhi"
Place_378,7.561683,79.759562,3267,"Cultural, Nature",Dambulla Cave Temple
Place_379,8.172196,81.745392,5691,"Wildlife, Cultural, Religious",Ruwanwelisaya Stupa
Place_380,7.957439,81.485313,7916,Nature,Jungle Beach
Place_381,7.352816,80.977958,16053,"Religious, Wildlife, Adventure","Temple of the Tooth, Mirissa Beach, Dambulla Cave Temple, Yala National Park"
Place_382,9.794452,81.280852,19779,"Adventure, Cultural, Nature","Sigiriya Museum, Ruwanwelisaya Stupa, Yala National Park, Gregory Lake"
Place_383,8.358178,81.282009,14964,Nature,"Haggala Garden, Pidurangala Rock, Polonnaruwa Ruins, Ruwanwelisaya Stupa"
Place_384,9.760373,81.556415,17594,"Cultural, Nature, Adventure","Horton Plains, Temple of the Tooth, Adam's Peak"
Place_385,7.467755,80.59931,12143,"Adventure, Wildlife, Religious","Ruwanwelisaya Stupa, Mirissa Beach, Temple of the Tooth, Adam's Peak, Jaya Sri Maha Bodhi"
Place_386,8.105012,80.305827,19945,Adventure,"Sigiriya Museum, Arugam Bay, Temple of the Tooth, Ruwanwelisaya Stupa"
Place_387,8.461712,80.372729,17952,"Wildlife, Beach","Ambewela Farm, Pidurangala Rock, Polonnaruwa Ruins"
Place_388,9.168244,79.78254,17119,Religious,"Sigiriya Museum, Arugam Bay, Haggala Garden"
Place_389,9.01772,81.212548,13258,Adventure,"Galle Fort, Jaya Sri Maha Bodhi, Mirissa Beach, Arugam Bay, Ambewela Farm"
Place_390,5.936846,80.36634,18257,"Religious, Wildlife, Beach","Ruwanwelisaya Stupa, Polonnaruwa Ruins, Udawalawe National Park, Gregory Lake"
Place_391,8.197788,79.868647,7094,"Adventure, Nature","Galle Fort, Ambewela Farm"
Place_392,7.58224,80.281432,15950,"Nature, Wildlife, Beach","Ruwanwelisaya Stupa, Ambewela Farm, Sigiriya Museum, Jaya Sri Maha Bodhi"
Place_393,8.732003,79.945402,6891,Adventure,"Udawalawe National Park, Haggala Garden"
Place_394,6.761828,81.534567,9657,Adventure,"Haggala Garden, Polonnaruwa Ruins"
Place_395,7.947218,81.237173,18114,"Adventure, Cultural","Sigiriya Museum, Udawalawe National Park, Gregory Lake, Ambewela Farm"
Place_396,8.383436,80.223866,19506,Beach,"Gregory Lake, Polonnaruwa Ruins, Pidurangala Rock"
Place_397,6.231254,79.810167,16230,Adventure,"Polonnaruwa Ruins, Nine Arches Bridge, Gregory Lake, Mirissa Beach"
Place_398,8.527309,79.938386,2185,"Beach, Wildlife, Cultural",Horton Plains
Place_399,8.763556,80.03037,16234,Adventure,"Jaya Sri Maha Bodhi, Yala National Park, Haggala Garden, Jungle Beach, Arugam Bay"
Place_400,9.270589,81.799301,2113,"Religious, Beach, Cultural","Jungle Beach, Jaya Sri Maha Bodhi"
Place_401,9.135472,81.06552,16980,"Religious, Cultural","Arugam Bay, Pidurangala Rock, Nine Arches Bridge, Udawalawe National Park, Jaya Sri Maha Bodhi"
Place_402,6.62313,80.596144,15625,"Beach, Adventure, Cultural","Jungle Beach, Dambulla Cave Temple, Adam's Peak, Mirissa Beach"
Place_403,7.188386,80.370519,14534,"Beach, Religious","Gregory Lake, Horton Plains, Jungle Beach, Nine Arches Bridge"
Place_404,8.076482,80.96251,17527,"Beach, Cultural","Udawalawe National Park, Polonnaruwa Ruins, Nine Arches Bridge"
Place_405,6.766723,80.899143,17021,"Religious, Beach","Mirissa Beach, Adam's Peak, Udawalawe National Park"
Place_406,8.730845,81.044225,14062,"Religious, Adventure","Gregory Lake, Temple of the Tooth, Ruwanwelisaya Stupa, Nine Arches Bridge, Dambulla Cave Temple"
Place_407,7.672224,80.704412,15938,"Wildlife, Nature, Beach","Yala National Park, Little Adam's Peak, Arugam Bay, Ruwanwelisaya Stupa"
Place_408,6.021746,81.39336,8957,"Beach, Nature","Ambewela Farm, Nine Arches Bridge"
Place_409,7.022893,80.027921,16525,"Beach, Adventure","Gregory Lake, Dambulla Cave Temple, Jaya Sri Maha Bodhi"
Place_410,9.194425,80.349836,15051,"Wildlife, Religious","Little Adam's Peak, Gregory Lake, Jaya Sri Maha Bodhi, Horton Plains, Temple of the Tooth"
Place_411,6.287214,80.868766,13697,Beach,"Udawalawe National Park, Nine Arches Bridge, Gregory Lake, Dambulla Cave Temple, Horton Plains"
Place_412,8.719117,80.586074,5861,Wildlife,"Sigiriya Museum, Udawalawe National Park"
Place_413,9.584944,79.88074,8983,Cultural,Yala National Park
Place_414,6.581861,79.897643,19208,Cultural,"Mirissa Beach, Arugam Bay, Little Adam's Peak, Nine Arches Bridge"
Place_415,7.180519,80.370557,18345,Religious,"Mirissa Beach, Ambewela Farm, Polonnaruwa Ruins, Little Adam's Peak"
Place_416,9.622104,79.984631,17452,"Wildlife, Beach, Religious","Jungle Beach, Haggala Garden, Pidurangala Rock, Polonnaruwa Ruins, Jaya Sri Maha Bodhi"
Place_417,6.763056,81.668358,8896,Religious,"Nine Arches Bridge, Little Adam's Peak, Ambewela Farm"
Place_418,6.514002,80.835405,12310,"Cultural, Wildlife, Nature","Ruwanwelisaya Stupa, Dambulla Cave Temple, Pidurangala Rock, Temple of the Tooth"
Place_419,9.650296,81.060579,6097,"Nature, Beach, Adventure","Sigiriya Museum, Dambulla Cave Temple, Ambewela Farm"
Place_420,7.549291,80.31123,13210,"Religious, Wildlife, Adventure","Ambewela Farm, Pidurangala Rock, Nine Arches Bridge, Ruwanwelisaya Stupa"
Place_421,8.889177,81.42162,6098,"Nature, Adventure",Temple of the Tooth
Place_422,6.47712,79.747271,7782,Beach,"Adam's Peak, Jaya Sri Maha Bodhi"
Place_423,7.011752,80.894555,9317,"Wildlife, Adventure, Religious",Yala National Park
Place_424,6.79148,81.303629,8105,"Nature, Adventure","Ruwanwelisaya Stupa, Ambewela Farm, Pidurangala Rock, Arugam Bay"
Place_425,9.632176,81.744566,14312,Nature,"Haggala Garden, Temple of the Tooth, Ruwanwelisaya Stupa, Nine Arches Bridge, Sigiriya Museum"
Place_426,8.500822,80.612671,16823,"Religious, Wildlife, Adventure","Sigiriya Museum, Jungle Beach, Haggala Garden"
Place_427,7.310108,80.868026,16647,"Religious, Wildlife","Arugam Bay, Sigiriya Museum, Horton Plains, Galle Fort, Gregory Lake"
Place_428,8.46492,80.583925,16311,"Wildlife, Nature, Beach","Little Adam's Peak, Pidurangala Rock, Gregory Lake"
Place_429,8.449552,80.279471,16550,Adventure,"Little Adam's Peak, Ruwanwelisaya Stupa"
Place_430,7.276447,80.001587,14378,Beach,"Ambewela Farm, Yala National Park, Adam's Peak, Jungle Beach, Temple of the Tooth"
Place_431,5.967435,81.776136,16200,"Nature, Cultural","Mirissa Beach, Udawalawe National Park, Polonnaruwa Ruins, Horton Plains"
Place_432,6.29992,81.627398,4365,"Cultural, Religious",Jungle Beach
Place_433,8.947679,79.763394,17931,"Nature, Beach, Religious","Adam's Peak, Temple of the Tooth, Ambewela Farm, Jaya Sri Maha Bodhi, Yala National Park"
Place_434,7.666522,80.155349,16125,"Nature, Beach","Ambewela Farm, Dambulla Cave Temple, Yala National Park, Sigiriya Museum"
Place_435,7.103779,80.91422,18047,"Nature, Cultural, Beach","Mirissa Beach, Jungle Beach, Dambulla Cave Temple, Jaya Sri Maha Bodhi"
Place_436,8.644473,80.212031,4976,Religious,Pidurangala Rock
Place_437,9.543189,81.021609,5512,"Cultural, Wildlife","Ambewela Farm, Gregory Lake, Udawalawe National Park, Haggala Garden, Jaya Sri Maha Bodhi"
Place_438,9.455337,81.580523,8205,Cultural,Nine Arches Bridge
Place_439,8.45329,80.805521,5776,"Nature, Cultural","Little Adam's Peak, Haggala Garden"
Place_440,8.709982,79.805914,3871,"Religious, Nature","Jungle Beach, Ambewela Farm, Ruwanwelisaya Stupa"
Place_441,9.076494,80.681526,7400,"Cultural, Wildlife","Jungle Beach, Pidurangala Rock"
Place_442,6.401226,80.780196,4360,"Religious, Adventure, Cultural",Dambulla Cave Temple
Place_443,7.116735,81.756649,17902,"Nature, Cultural, Beach","Yala National Park, Udawalawe National Park, Horton Plains, Nine Arches Bridge, Polonnaruwa Ruins"
Place_444,6.089169,80.45314,9310,"Adventure, Nature, Beach",Yala National Park
Place_445,7.147152,80.816981,13477,Adventure,"Arugam Bay, Gregory Lake, Nine Arches Bridge, Ambewela Farm"
Place_446,6.901684,80.694017,12681,"Nature, Beach","Yala National Park, Mirissa Beach, Gregory Lake, Pidurangala Rock"
Place_447,9.546849,80.793052,16216,"Beach, Wildlife","Dambulla Cave Temple, Ruwanwelisaya Stupa, Nine Arches Bridge"
Place_448,9.653368,80.098078,2714,"Nature, Religious",Temple of the Tooth
Place_449,9.266152,81.377716,3506,Nature,Arugam Bay
Place_450,6.459617,81.258202,12562,Cultural,"Arugam Bay, Haggala Garden, Yala National Park, Little Adam's Peak"
Place_451,8.218388,81.434536,15802,"Adventure, Wildlife","Galle Fort, Horton Plains, Arugam Bay, Udawalawe National Park"
Place_452,8.889879,80.379256,5006,"Wildlife, Cultural",Nine Arches Bridge
Place_453,7.871568,81.864047,18811,"Adventure, Religious","Gregory Lake, Haggala Garden, Ambewela Farm"
Place_454,6.524711,79.707527,12281,"Beach, Nature, Adventure","Mirissa Beach, Gregory Lake, Arugam Bay"
Place_455,9.370498,81.883041,19475,Religious,"Arugam Bay, Adam's Peak, Mirissa Beach, Sigiriya Museum"
Place_456,5.931735,80.303324,3210,Cultural,"Pidurangala Rock, Jaya Sri Maha Bodhi"
Place_457,9.436473,80.813462,4280,"Wildlife, Cultural","Nine Arches Bridge, Sigiriya Museum"
Place_458,8.959684,81.641938,15535,"Wildlife, Religious, Nature","Jungle Beach, Jaya Sri Maha Bodhi, Haggala Garden, Udawalawe National Park"
Place_459,7.785549,80.876594,15216,Nature,"Dambulla Cave Temple, Galle Fort, Horton Plains, Yala National Park"
Place_460,8.498973,80.592898,14922,"Adventure, Cultural, Wildlife","Little Adam's Peak, Jaya Sri Maha Bodhi"
Place_461,9.545592,80.537713,4532,"Adventure, Wildlife, Beach",Sigiriya Museum
Place_462,7.945093,80.628873,7437,"Wildlife, Adventure",Sigiriya Museum
Place_463,9.358686,81.864872,18897,"Religious, Adventure, Nature","Haggala Garden, Pidurangala Rock, Yala National Park"
Place_464,9.60584,81.388981,14893,"Nature, Cultural","Dambulla Cave Temple, Sigiriya Museum, Little Adam's Peak, Adam's Peak, Galle Fort"
Place_465,6.287007,80.124504,9974,"Beach, Wildlife",Galle Fort
Place_466,8.470855,79.884234,8596,"Beach, Wildlife",Gregory Lake
Place_467,9.296198,80.248614,7537,Religious,"Mirissa Beach, Udawalawe National Park, Sigiriya Museum"
Place_468,7.93117,80.91124,18378,"Wildlife, Adventure","Adam's Peak, Arugam Bay, Udawalawe National Park, Galle Fort, Polonnaruwa Ruins"
Place_469,8.439181,81.151493,16792,"Cultural, Religious","Galle Fort, Horton Plains, Ambewela Farm, Jaya Sri Maha Bodhi"
Place_470,7.430574,81.836544,8639,Cultural,"Dambulla Cave Temple, Mirissa Beach, Jaya Sri Maha Bodhi"
Place_471,6.730781,80.121094,17638,"Nature, Beach, Religious","Little Adam's Peak, Arugam Bay, Jaya Sri Maha Bodhi, Nine Arches Bridge, Jungle Beach"
Place_472,8.678415,81.257314,7868,Cultural,"Udawalawe National Park, Nine Arches Bridge"
Place_473,7.700279,81.625583,18446,"Beach, Adventure, Nature","Temple of the Tooth, Little Adam's Peak"
Place_474,7.144096,79.88379,8562,Nature,Adam's Peak
Place_475,8.239846,80.148187,17522,"Cultural, Nature, Beach","Jaya Sri Maha Bodhi, Pidurangala Rock"
Place_476,7.874398,80.522474,15503,Beach,"Ambewela Farm, Dambulla Cave Temple, Polonnaruwa Ruins"
Place_477,8.499972,80.715561,12220,"Wildlife, Religious, Beach","Ambewela Farm, Ruwanwelisaya Stupa, Temple of the Tooth, Arugam Bay, Jungle Beach"
Place_478,8.144443,80.270894,19995,"Wildlife, Beach, Adventure","Ruwanwelisaya Stupa, Jungle Beach"
Place_479,7.336813,80.363341,12014,"Cultural, Religious, Nature","Little Adam's Peak, Polonnaruwa Ruins, Dambulla Cave Temple, Horton Plains"
Place_480,7.912515,80.228278,17629,"Beach, Nature","Little Adam's Peak, Nine Arches Bridge, Polonnaruwa Ruins"
